@relation taptap_reviews

@attribute text string
@attribute class {pos,neg}

@data
'开服 玩家 本来 想 号 截图 证明 一下 发现 卸载 2022 年 陷入 游戏 荒 想 taptap 找 有趣 长期 游玩 游戏 找 将近 月 陆陆续续 下载 预约 一面 当时 发现 比例 预约 游戏 比例 下载 游戏 比例 不以为意 巧合 后来 刚 公测 游戏 风评 急转直下 评分 陡崖 式 跌落 明明 未 公测 时风评 评分 罕见 公测 塌 后来 发现 原来 未 公测 时 尽情 画 大饼 画 预约 玩家 还会 更 游戏 更 火 简介 几张 图 重要 找 找 唯二 唯三能 拿出手 地方 拍 张照 后期 修修 图 慢慢 预约 游戏 不再 特别 期待 每次 公测 先 看看 评分 决定 不下 隔 一年 公测 觉得 惊喜 公测 竟然 没有 掉 分 立刻 下载 不怎么 喜欢 剧情 有人 评论 剧情 行 戴 耳机 从刚 1999 界面 游戏 玩法 简单 拖动 卡片 放 技能 通俗易懂 一点 上限 两个 相同 卡片 一起 合成 更高 一级 牌 移牌 合理 用牌 技能 战斗 页面 左下角 游玩 一段时间 出 成功 抽到 原始 c 星梯 顺便 捞 苏 芙 当时 已经 无敌 主线 全通 主线 通完 没有 流泪 打动 精彩 故事 背景音乐 搭 印象 深刻 青 桔子 那关 剧情 揪心 听到 bgm 时 感觉 心脏 骤停 整个 麻木 一瞬间 恍惚 觉得 游戏 我能 玩 一辈子 可惜 事与愿违 后来 节奏 够 活动 剧情 石 空降 限定 池 数值 崩坏 体力 不够 一堆 乱七八糟 节奏 我要 提 一下 当时 深蓝 应该 看见 舟够 火 想换个 玩法 搞个 游戏 捞 捞钱 星 概率 说 舟 角色 精二 搞 洞 三 配合 每天 蚊子 腿 体力 直接 帮助 玩家 戒网瘾 其实 想 恰钱 深蓝 够 聪明 面对 节奏 一直 冷处理 一段时间 争议 热度 大不如前 深蓝 无伤大雅 继续 捞钱 当时 新出 角色 数值 机制 刷 老 角色 一条街 现在 很难 想象 角色 竟然 一个 游戏 里 想 跟上 时代 毕竟 抽到 版本 之子 玩 舒服 后来 次次 保底 明白 游戏 新手 运气 杀熟 之后 失望透顶 退游 偶尔 推荐 页 看到 想 回来 玩玩 可惜 每次 回归 一小 段时间 卸载 数值 崩坏 游戏 里 每个 版本 会 版本 碾压 过去 角色 强度 不用说 强度 榜 差点 成为 版本 榜 后来 假惺惺 老 角色 出 模组 实际上 根本 不在乎 老 角色 生死 加强 不会 太强 影响 新 角色 卡池 流水 本质 数值 膨胀 没有 改变 新 角色 依然 逆天 老 角色 依然 吃 灰 一年 深蓝 忘 捞钱 初 心 总结 立绘 美术 立绘 部分 眼前一亮 部分 眼前 暗 美术 华丽 ui 设计 精美 排版 音乐 感同身受 仿佛 置于 故事 中 应 背景 剧情 主线 前面 活动 剧情 部分 踩 坑 抽奖 石 杀熟 新手 回归 保护期 氪 肝度 氪 金 肝 没法 获取 强力 角色 考虑 欧 情况 导致 游戏 体验 差劲 基本上 不好 不在乎 强度 氪 金 不肝 没 问题 最后 建议 入坑',neg
'S7 入 现在 玩 没有 退游过 现在 福利 变多 推荐 入坑 逃出 惊魂 夜 好多 追捕 真的 挺好玩',pos
'绝对 一个 有趣 游戏 是从 操作 彩蛋',pos
'感觉 剧情 体验 米 家 三 巨头 里 最好 策划 玩家 提 意见 上心 福利',pos
'唯一 一款 喜欢 开放 世界 手游',pos
'太棒了 游戏 一定 试一试',pos
'求生 太强 监管 一直 削 T0 不会 玩',neg
'模式 很多 非常 好玩 哈哈哈 哈哈哈哈 哈哈哈 哈哈哈 好玩',pos
'没有 玩 特别 久 觉得 比较 值得 入坑 回合制 游戏 玩法 比较 单一 个人感觉 挂机 刷 材料 真的 很爽 啊啊啊 后期 每天 上线 10 分钟 日常 清完 完全 一个 副 游 剧情 剧情 整体 比较 主线 剧情 真的 好看 剧情 党 真的 狂喜 特别 今夜 星光灿烂 活动 剧情 时高时低 新春 剧情 上次 好太多 剧情 党 完全 跳过 剧情 奖励 照样 美术 音乐 方面 很顶 美术 辨识 度 画风 真的 好康 排除 美术组 偷懒 嫌疑 角色 立绘 愿意 多画 两笔 抽卡 没什么 说 希望 运气 好点 反正 我入 坑 几个 月 天天 歪 现在 感觉 运气 变好 20 发 两个 梁月 脱非入 欧力 氪 金 方面 感觉 没 必要 氪 太 没 必要 角色 抽满命 毕竟 回合制 游戏 强度 膨胀 真的 快 强度 党 抽新 抽 老 氪 一张 小月卡 顶多 喜欢 角色 买 衣服 氪 金 深渊 照样 满星 迷思 海 emmm 吃 相 难看 爱 凹 凹 游戏 缺点 优点 当个 副 游 挺',pos
'资源 充足 挂机',pos
'叠甲 个人观点 叠甲 个人观点 叠甲 个人观点 开服 牢 玩家 80 保底 氪 肝 优点 画质 建模 音乐 不用 说 已经 手游 回合制 游戏 顶 剧情 还行 最近 版本 铺垫 期 米 黑子 带 节奏 剧情 难度 活动 难度 剧情 能磨 过去 活动 试用 游戏 数值 膨胀 特别 快 老 角色 同谐 命途 全 垃圾 盾 奶 快 退 环境 最好 抽新 抽旧 环境 跟着 官方 走 出 抬 新 角色 刚出 版本 抬 一下 角色 压根 抬 说 角色 后面 不能 版本 角色 能抗 往后 强度 特别 高 勉强 游戏 会 膨胀 正常 后面 缺点 会 说 直接 原因 缺点 难度 飙升 直接 原因 奖励 理解 官方 想 崩铁 走 副 游 轻量化 路线 活动 少 要死 活动 奖励 跟着 数值 提升 提升 导致 玩家 获取 角色 变得 困难 过年 奖励 少 50W 抽奖 几个 人中 其他人 奖励 少 要死 活动 过后 邮箱 说个 新年快乐 送 2025 1600 星穹 不会 说 米 家 奖励 角色 星 一直 出 出 全是 星 更大 一步 加深 获取 角色 难度 理解 官方 为啥 出 新 星比 老 星弱 会 骂 比老 星强 会 骂 官方 选择 不出 出 几个 比老 星强 星能 不出 老 玩家 退游 新 玩家 不进 出 引点 新人 互防 机制 其实 没太大 问题 角色 适配 几个 毒点 确实 逆天 黑天鹅 定位 出 时间 问题 说 卡 芙 卡 专武 适配 只能 算能 黄泉 队友 后面 出 黄泉 专辅椒丘 后面 成 专辅 会 倍率 低 踢出来 忘归人 无视 弱点 击破 不能 叠加 击破 C 挂 弱点 无视 弱点 击破 这一 不能 叠加 没 角色 作用 主要 抽 几乎 击破 C 导致 提升 谐主 星期日 定位 召唤 物辅 第二个 召唤 物大 C 直接 开防 逆天 卖 提宝 不能 卖 总结 官方 过于 膨胀 手游 回合制 没 对手 施加压力 官方 摆烂 TX 买 M 潮再 买个 回合制 游戏 官方 会 改了',pos
'可惜 买 游戏 买 曲子',pos
'这是 情况 兄弟 知道',pos
'建议 动画 不能 多一点 每天 看站 桩 感觉 稻草人 玩',pos
'MC 五星 但冈易 负 五星 操作界面 以前 现在 简洁 明白 习惯 搭配 现在 一坨 稀里糊涂 按键 光 功能 摸索 半天 不能 自由 搭配',neg
'游戏 不错 已经 转日服',pos
'666 六百六十 六 演都 不演 学 结婚 刚 结婚 没 游戏 不充 钱 玩 不下 拼命 肝 资源 氪 几个 648',pos
'太 好玩 游戏 时长 336 小时 最近 流派 试炼 打着 打着 闪退 没 更新 问题 更新 更新 完 继续 流派 试炼 打着 直接 闪退 我用 平板 听说 手机 更卡 之前 玩 不卡 现在 玩 越来越 卡 平板 内存 很多 知道 搞 鬼 玩 体验 感 不好',pos
'江湖 不似 来时',pos
'大残 永远 先 死 狙打 身子 投 永远 中 露 一个 后卫 打成 反手 秒 对面 个个 坦克 一个 叶子 踩 碎 四 枪头 一枪 神没死 反手 一枪 秒 一坨 屎 游戏',neg
'展示 时长 带上 模拟器 会 更长 一点 养老 萨 科塔 厨 突然 兴趣 评价 一下 纯 主观 逻辑 看个 乐 优点 游戏性 可玩性 喜欢 塔防 试试 游戏性 基本 集中 定期 更新 肉鸽 时不时 会 神秘 小游戏 主线 通关 压力 并不大 低配 攻略 很多 强力 角色 资源 获取 保底 奖励 挺 容易 拿满 愿意 肝就行 没有 类 深渊 机制 那种 考验 角色 强度 资源 获取 途径 全是 收菜 任务 美术 大部分 美工 很顶 角色 立绘 一个 一个 好看 剧情 剧情 跳过 不看 玩得 轻松 明日 方舟 剧情 电波 容易 变成 剧情 党 ss 活动 故事集 主线 大部分 剧情 精彩 缺点 最大 缺点 优点 yj 可能 突然 突然 崩掉 立绘 缪缪皮 突然 崩掉 剧情 怀黍 突然 崩掉 角色 塑造 引星 棘刺 yj 癫疯 之作 遇到 这种 喷 完 没人会护 公司 个人 感慨 玩 游戏 最后 兜兜 转转 回到 粥 早早 抽完 厨力 角色 现在 纯 养老 没有 强度 焦虑 抽卡 没有 压力 看到 风评 不错 剧情 一下 月 卡 懒得 氪 不怎么 上线 想 起来 刷刷 关 想不起来 没事 看看 二创 社区 投 投降 明日 方舟 一款 相对 更 性价比 电子 盆栽 碎碎念 外置 集成 战略 现在 打开 明日 方舟 只想 打集 菜 懒得 收',pos
'兑换 码 怎么弄',pos
'去年 寒假 玩 抽卡 觉得 还好 很多 听的歌 yukina 神 前期 石头 很多 玩 现在 遇到 想 抽 卡面 只能 氪 歌 基本 打过 邦 邦 良心 石头 经常 送 经常 出 免费 十连 活动 白 嫖 四星 卡 最后 邦 邦 请 加爆 谢谢',pos
'好玩 手不残',pos
'鲁班 大师 回到 正常 英雄 强度 到时候 告诉',neg
'画质 手感 五星 必须 五星 新手 特别 友好',pos
'下得 太慢',pos
'优点 剧情 画面 音乐 还好 主线 推完 休闲 减负 行 没 说 米哈 游 本性难移 狗 改不了 吃 shift 假惺惺 听取 玩家 声音 听 二 奶奶 指甲 缝里 耵聍 肝 氪 度 想 舒服 肝 氪 抽卡 资源 控 死死的 保底 玩吧 抽卡 规划 错 难受 养好 下个 C 一定 能养 词条 看运气 怪物 数值 机制 膨胀 剧情 跳过 不加 支线 又臭又长 耗时间 平衡性 一坨 shift PVP 做 PVE 怪物 子女 库库 做 强 老 角色 黄脸婆 完 丢 数值 合理性 二星 刚 玩 之前 玩过 一段时间 感觉 还行 一星 现在 shift 做 游戏 做 动画 剧情 做 直接 剪 主要 玩 游戏 特别 关键 机制 库库 专武 命座 里 塞 吃 满大 保底 恶心 不死 微 氪 党 不加 爆率 不了 抽 强度 党 可能 玩 舒服',neg
'为啥 蛋开 不了',pos
'是不是 保底 之后 概率 改 总 觉得 硬 吃 保底 回归 玩家 再次 弃坑 单纯 有感而发',pos
'第一次 玩 开放 世界 游戏 玩家 确实 值得 入坑',pos
'2024 三星 游戏 两星 扣 优化 战斗 方面 没 熟悉 评价 优化 真的 想吐槽 一下 画质 帧 率 全调 最低 还卡顿 分个 屏 闪退 进 抽卡 页面 概率 黑屏 闪退 游有 渲染 原神 开中 画质 分屏 B 站 不卡 一家 公司 做 优化 小时 必定 闪退 一两次 真给 我整 不想 玩 卡池 比较 欧 直接 退游 2025 23 下半 歪 后退 坑 末期 云 绝区 零回 坑 三十多 抽大 保底 出 莱特 保底 三十多 抽出 星见雅 中途 退 半个 版本 换 新 板子 回坑 感觉 绝区 零 太 吃 设备 设备 差一点 真的 能卡到 退游 最近 几个 版本 主线 剧情 其实 有点 问题 看着 像是 走 格子 删掉 来不及 做 一版 剧情 观感 没 走 格子 确实 战斗 体验 很多 不像 开 服用 艾莲 刚爽 起来 结束 顺便 夸下 制作组 真的 非常 听 玩家 意见 反馈 问题 没多久 修复 无关紧要 细节 会 修复 点名 光映 广场 重复 车牌',pos
'非常 有意思 玩 习惯 下落 式 音 游人 会 难 适应',pos
'听从 社区 建议 玩 半年 非酋 账号 换',pos
'走 原神 老路 越来越 恶心 新出 模拟 宇宙 全是 负面 奇物 老子 攒着 抽 角色 复刻 仪器 没刷 爆 金币 屯屯鼠 聪明 一集 直接 快 进到 版本 抽三体 一天到晚 想着 防 这防 刷个 遗物 他妈 闹 屁麻',neg
'好玩 回归 第一个 10 联就出',pos
'没有 电脑 全靠 云 游戏 支撑 一直 玩 下去',pos
'曲量 不算 很多 打发 时间',pos
'概率 没',neg
'推荐 抽 角色 这方面 良心 氪 金 主要 皮肤 没什么 强度 焦虑 适合 养老 玩家',pos
'立绘 建模 国内 暂时 没有 能比 特别 色气 方面 碾压 级别 人物 和谐 碾压 国内 人物 立绘 角色 人设 王厨',pos
'骂 骂 挺 良心 情人节 混池 好好 画哈',pos
'邦 邦 玩 moba 游戏 最久 入坑 36 期 当时 朋友 推荐 ios 服 安卓服 日服 玩 时 长 不止 反馈 问题 希望 能够 适配 手机 90 120hz 刷新率 起来 莫名其妙 顺手 会 突然 miss 连续 爆 gr 切换 回 60hz 不会 日服 情况 不会 出现 无论是 60 90 120hz 刷新率 顺手 希望 官方 尽快 优化 本来 想 四星 太 热爱 这款 音游 easy 弹簧 现在 打中 27 速 练 没 听错 现在 10 速 永远 会 坚持 玩 下去 最后 BanG Dream 少女 乐团 派对 玩 好玩 手游 游戏 没有 缺点 维护 时间 长是 更好 游戏 体验 下午 维护 正常 没 见过世面 游戏卡 顿 手机 问题 游戏 服务器 如丝 般 顺滑 游戏 体力 保护视力 减少 盯 屏幕 时间 一首歌 体刷本 高效 快捷 不仅如此 官方 大量 更新 可爱 角色 美丽 皮肤 活动 奖励 丰富 肝 每个 池 保底 非酋 体验 极好 手游 之鉴 游戏 界面 非常 整洁 角色 立绘 十分 可爱 live2d 做 精致 歌曲 难度 适中 游戏 体验 非常 不了 歌 手 脑子 不配 出 不了 up 四星 风水 不好 联机 掉线 我家 路由器 没买 差 抱 路由器 玩 狗头 保命 看到 最近 邦 邦 分 一直 涨 好开心 分割线 安卓 优化 屎 ipad2017 正常 不会 突然 短绿条 不会 吃音 突然 卡顿 反倒 红米 k30 今天 刚买 不了 绿条 莫名其妙 断 卡顿 吃音 设置 关 不行 重下 安卓是 不配 玩音游 三星 游戏 热爱 已经 玩 一年 从刚 玩 分到 现在 分 邦 邦 心里 感到 欣慰 好好 修复 恶性 bug 只能 说 活不了 多久 个人 意见 不喜 勿 喷 家人 健在 分割线 适配 90hz 分割线 游 优化 真 垃圾 小米 10 玩日服 铺面 一点 不卡顿 玩国服 一卡 一卡 切换 模式 模式 二 不行 两年 没 优化 真的 服',neg
'开服 玩家',pos
'耐肝 好友 一起 玩 暂停',pos
'玩 一个月 目前 卸载 团本 看到 恶心 战斗机 制 喜欢 玩 一秒 受罪',neg
'emmmm 不能 优化 一下 芯片 每种 芯片 单独 一个 每天 开 别整 大伙 玩 难受',pos
'一星 钟离 众 夜叉 一星 纳西 妲 兰 那罗们 一星 芙 芙 一星 一直 陪伴 小派 蒙 本来 烦 想 低 评分 感谢 优秀 故事 带给 感动 感谢 人物 长久以来 陪伴 加上 断断续续 退坑 回坑 共计 800 小时 游玩 时 长足 说明 优质 游戏 最近 实在 玩 真 喵 难受 活动 遗器 抽卡 深渊 恶心 真个 遭 不住 铁 四个 留 恶心 坚持 玩 下去 这史 实在 咽不下 滾',pos
'想 玩 爽 简单 先 搞 新 号 抽个 up 歪 直接 退游 一年 回来 玩 会 发现 每换 一期 up 10 连必 出金 不能 垫 70 抽出 金 池子 爽完 一定 不能 运气 氪 金 月 卡 不能 氪 会 吃 满 保底 真正 吃 满 70 那种 69 没出 会 一直 歪 现在 玩 亲身经历',pos
'游戏 说 还行 无论是 人物 剧情 可圈可点 抽 池子 概率 太低 次次 保底 太 注重 玩 剧情 游戏 比较 不断 战斗 方面 选用 战棋 风格 角色 晋级 材料 太高得 打到 剧情 一几对 新手 入 坑 没 玩 几天 非常 友好 还行',pos
'进不去 一直 黑屏 明明 昨天 玩',neg
'第一 武侠 江湖 类 角色扮演 类 游戏 抖音 刷 轻功 被帅 过来 过年 玩 现在 一直 想 上线 新鲜感 地图 探索 地方 很多 音乐 喜欢 里面 很多 第一次 第一次 玩家 感动 其实 路牌 有用 建议 会 一种 一个 大家庭 温暖 第一 一个 游戏 角色 离开 伤心 神仙 度 烧 时 真的 表扬 一下 马 专场 喜欢 第一次 游戏 交到 朋友 里面 boos 皮影戏 骑 馿 喜欢 其实 评价 专业 个人 主观 亲感 四星 当敬 初恋',pos
'觉得 官方 真的 整治 整治 游戏 环境 一堆 开挂 特别 铂金 段 出蓝 100 振到 草丛里 偷袭 能振到 玩 人开 挂 人开 挂 难道 外挂 对战 外挂 挂 厉害',neg
'存档 做 不好',pos
'超好 希望 花钱 方面 便宜 点',pos
'非常 好玩 非常 推荐 共鸣 感 遇到 很多 舒适感 温馨 舒适',pos
'没有 支持 原生 手柄',neg
'盗版 fgo 新人 想 玩 玩 日服 正宗 fgo',neg
'刚 回游 游戏 说 通缉 游戏 无敌',neg
'更个 版本 更新 8g',neg
'恶心 匹配 机制 新手 排位 定级 刚过 排玩过 几千 牌 全不来',neg
'请问 闪避 键 刚玩 找 不到',pos
'一句 话 说 黄鸡 总能 拯救 游戏 水火之中 总是 陷于 水火之中 家用 半年 时间 达成 业内 奇迹 主打 服务 玩家 态度端正 黄鸡 年 下来 时不时 爆雷 玩家 态度端正 没有 恶心 跑 现在 涩 涩 条路 一款 舰 B 星给 赤城 星给 老婆 星给 港区 舰娘 星给 当年 星 黄鸡 不配',pos
'想 搞 ID 退 后面 剧情 吸引 回来 确实 剧情 真的 做 特别 一个 不玩 回合制 剧情 玩 后面 发现 回合制 其实 接受 肝 觉得 偶尔 充 一张 月 卡 蛮 大方 一个 原神 过来 玩家 确实 福利 没有 拉 踩 感叹 一下 建议 没有 建议 建议 多加 几个 大佬 角色 诶 大佬 我加 真的 怪 平衡性 说 角色 进 常驻 池 可玩性 扣 一颗 星 是因为 昨天 歪',pos
'素质 不高 直接 点 语音 举报 就行',pos
'二游',pos
'五 抽 三 黑屏 爽',pos
'算是 回坑 新 剧情 建模 立绘 提高 剧情 之前 有意思 乐子',pos
'满昏 满昏 强烈建议 使用 PC 端 游玩 游戏 满分 社区 零分 特别 B 站 评论 区 没 几个 诗人',pos
'说 玩 之后 脑不涨 手不抖 整天 队友 斗智斗勇',neg
'游戏 好玩 下次 别搞 背刺',pos
'加载 61 自动 退出 知道 每次 加载 61 自动 退出 根本 玩 不了 搞 次 61 自动 退出 想 问 一下 这是 原因',neg
'口 嗨 阴阳师 凉凉 阴阳师 策划 真正 付出 行动 星星 眼',neg
'没什么 说 翔鹤 天下第一',pos
